utc_timestamp,cet_cest_timestamp,AT_load_actual_entsoe_transparency,AT_load_forecast_entsoe_transparency,AT_price_day_ahead,AT_solar_generation_actual,AT_wind_onshore_generation_actual,BE_load_actual_entsoe_transparency,BE_load_forecast_entsoe_transparency,DE_load_actual_entsoe_transparency,DE_load_forecast_entsoe_transparency,DE_solar_generation_actual,DE_wind_generation_actual,DE_wind_offshore_generation_actual,DE_wind_onshore_generation_actual,HU_load_actual_entsoe_transparency,HU_load_forecast_entsoe_transparency,HU_wind_onshore_generation_actual,LU_load_actual_entsoe_transparency,LU_load_forecast_entsoe_transparency,NL_load_actual_entsoe_transparency,NL_load_forecast_entsoe_transparency,NL_solar_generation_actual,NL_wind_generation_actual,NL_wind_offshore_generation_actual,NL_wind_onshore_generation_actual
2014-12-31T23:00:00Z,2015-01-01T00:00:00+0100,6177.6,6184,32.74,0,512,9210.8,9177.35,47907.6,47714.97,0,9373.705,1659.1,7487.155,4380.15,4236,56.66,456.02,459,11055,11544.39,0,771.01,275.44,461.745
2015-01-01T00:00:00Z,2015-01-01T01:00:00+0100,6177.6,6184,32.74,0,512,9210.8,9177.35,47907.6,47714.97,0,9373.705,1659.1,7487.155,4380.15,4236,56.66,456.02,459,11055,11544.39,0,771.01,275.44,461.745
2015-01-01T11:00:00Z,2015-01-01T12:00:00+0100,7218.4,7528.69,62.82,35.89,172.32,9087.09,10027.32,47875.57,50178.22,4123.22,11766.61,527.88,11238.73,4308.29,4087.98,56.66,357,328,11937.82,14153.04,309,1666.78,166.68,1500.1
2015-01-01T23:00:00Z,2015-01-02T00:00:00+0100,5650.8,6564,48.4,0,106.8,9689.14,9729.72,42967.41,41215.29,0,22508.11,391.39,22116.72,3839.59,3685.56,8.33,402,364,9253.15,10017.55,0,2507.24,250.72,2256.52
2015-01-02T00:00:00Z,2015-01-02T01:00:00+0100,5240.8,6441.12,36,0,82.33,9204.77,8993.62,41222.93,39256.89,0,23111.8,267.7,22844.1,3692.01,3523.68,7.63,373,346,8517.17,9196.94,0,2495.67,249.57,2246.1
2015-01-02T11:00:00Z,2015-01-02T12:00:00+0100,6295.6,8125.44,62.92,56.76,394.06,10895.54,10631.73,59389.65,55954.89,1654.74,25731.46,431.84,25299.62,4925.33,4502.49,8.82,502,464,13944.75,14243.31,81,2375.21,237.52,2137.69
2015-01-02T23:00:00Z,2015-01-03T00:00:00+0100,5529.2,6636.29,28.02,0,1415.1,10060.02,9481.19,41841.99,42775.99,0,24255.71,503.32,23752.39,4059.22,3800.3,182.85,453,403,10940.43,9990.54,0,1774.39,177.44,1596.95
2015-01-03T00:00:00Z,2015-01-03T01:00:00+0100,5927.6,6412.2,17,0,1386.15,9534.81,9688.55,38952.48,41624.97,0,23597.91,512.82,23085.09,3875.51,3598.4,247.57,417,376,10587.37,9146.87,0,1655.9,165.59,1490.31
2015-01-03T11:00:00Z,2015-01-03T12:00:00+0100,5338.4,7419.38,24.28,64.26,608.07,11133.28,10846.56,51814.15,52893.1,1725.36,22915.94,380.44,22535.5,4815.06,4699.38,158.39,475,460,14788.42,13195.6,17,984.8,98.48,886.32
2015-01-03T23:00:00Z,2015-01-04T00:00:00+0100,5451.6,6164.89,40.14,0,43.88,10208.47,10280.91,43705.69,42918.46,0,17812.19,513.92,17298.27,4063.16,3838.83,4.06,434,400,11132.9,9836.76,0,771.01,275.44,1625.58
2015-01-04T00:00:00Z,2015-01-04T01:00:00+0100,5297.6,6064.64,31.55,0,86.16,9643.33,9250.34,38991.41,39474.46,0,18453.53,513.48,17940.05,3910.51,3646.74,1.87,410,381,10753.88,9070.65,0,771.01,275.44,1414.11
2015-01-04T11:00:00Z,2015-01-04T12:00:00+0100,5615.6,7175.74,28.83,44.88,1909.01,10613.47,10369.02,51055.07,48666.31,4578.48,16948.62,481.87,16466.75,4844.06,4560.22,298.59,418,420,13503.58,11878.74,246,771.01,275.44,777.02
2015-01-04T23:00:00Z,2015-01-05T00:00:00+0100,6216.4,6749.77,36.26,0,1379.6,10248.42,9747.09,43606.97,43814.77,0,12366.1,470.73,11895.37,4045.56,3692.11,257.1,449,438,11608.03,9565.73,0,771.01,275.44,914.31
2015-01-05T00:00:00Z,2015-01-05T01:00:00+0100,6106,6652.24,35,0,1568.65,9844.29,9560.03,41334.99,42131.39,0,12291.03,469.4,11821.63,3916.75,3506.87,266.87,421,414,11138.13,8848.4,0,771.01,275.44,901
2015-01-05T11:00:00Z,2015-01-05T12:00:00+0100,7270.8,8549.23,55.43,54.58,1665.96,12545.45,11632.02,62748.68,60278.62,5613.68,11604.21,402.33,11201.88,5546.26,5206.53,110.37,595,536,17961.77,14879.04,226,801.12,80.11,721.01
2015-01-05T23:00:00Z,2015-01-06T00:00:00+0100,5601.2,6696.85,49.32,0,1153.17,11193.52,10880.77,48517.64,47284.31,0,1653.49,177.76,1475.73,4551.03,4456.27,164.75,511,461,13140.84,10097.32,0,771.01,275.44,301.92
2015-01-06T00:00:00Z,2015-01-06T01:00:00+0100,5232.4,6585.06,42.69,0,1004.03,10798.69,9913.19,45717.25,44765.45,0,1270.32,169.02,1101.3,4319.47,4292,115.94,479,435,12277.06,9243.76,0,771.01,275.44,292.8
2015-01-06T11:00:00Z,2015-01-06T12:00:00+0100,6864.4,7590.14,48.24,60.43,454.32,12886.29,12003.11,61868.98,62770.73,7305.03,3469.14,291.48,3177.66,5546.58,5396.98,164.34,613,587,18425.87,14597.84,194,771.01,275.44,399.02
2015-01-06T23:00:00Z,2015-01-07T00:00:00+0100,6178.4,6710.58,45.2,0,134.57,11328.19,10977.16,48391.13,47126.56,0,9287.58,488.84,8798.74,4668.33,4508.27,38.77,507,473,9905.46,10094.99,0,771.01,275.44,791.48
2015-01-07T00:00:00Z,2015-01-07T01:00:00+0100,5567.2,6613.38,42.26,0,203.12,10770.66,10337.83,45804.76,44436.76,0,8864.69,473.62,8391.07,4403.06,4354,47.23,478,444,9109.18,9204.08,0,771.01,275.44,842.8
2015-01-07T11:00:00Z,2015-01-07T12:00:00+0100,8347.2,8677.2,52.01,55.99,659.84,12555.94,12796.32,68133,63463.9,3632.07,7399.94,500.5,6899.44,5811.61,5520.98,83.27,627,591,14600.25,14559.68,268,771.01,275.44,1272.7
2015-01-07T23:00:00Z,2015-01-08T00:00:00+0100,6597.2,7000.09,43,0,130.48,11276.24,10822.55,51666.09,47978.36,0,14654.14,536.16,14117.98,4776.49,4534.26,17.27,502,485,10324,9843.67,0,771.01,275.44,2368.81
2015-01-08T00:00:00Z,2015-01-08T01:00:00+0100,6359.6,6853.6,35.56,0,157.57,10793.11,10545.71,48804.96,45578.61,0,15674.84,532.12,15142.72,4537.58,4339.13,8.8,464,455,9525,9174.05,0,771.01,275.44,2363.43
2015-01-08T11:00:00Z,2015-01-08T12:00:00+0100,7834.4,8805.07,38.21,59.54,383.27,12856.49,12566.82,69968.04,63579.78,2025.58,17444.27,497.57,16946.7,5940.46,5648.5,14.69,590,567,15910,12251.34,9,771.01,275.44,1501.29
2015-01-08T23:00:00Z,2015-01-09T00:00:00+0100,6658.4,7062.66,30,0,578.56,11235.7,11182.76,49711.72,48639.79,0,22728.32,522.88,22205.44,4760.34,4627.56,52.83,456,470,10212.81,9542.66,0,771.01,275.44,1525.1
2015-01-09T00:00:00Z,2015-01-09T01:00:00+0100,6619.2,6895.05,27.87,0,482.08,10544.91,10596.95,47191.51,46053.43,0,22091.23,525.02,21566.21,4509.43,4367.68,39.69,435,442,9419.67,8785.87,0,771.01,275.44,1841.72
2015-01-09T11:00:00Z,2015-01-09T12:00:00+0100,5928.8,8415.09,33.7,104.23,557.1,12664.4,12561.86,70034.71,64056.9,1515.97,29356.73,167.5,29189.23,5702.63,5585.49,94.99,578,542,15464.82,13266.09,28,771.01,275.44,2513.69
2015-01-09T23:00:00Z,2015-01-10T00:00:00+0100,5581.2,6714.3,24.64,0,1784.5,10820.3,11223.57,49285.46,49742.85,0,20375.17,456.47,19918.7,4634.76,4480.3,240.35,431,407,10170.37,7331.11,0,771.01,275.44,2481.92
2015-01-10T00:00:00Z,2015-01-10T01:00:00+0100,5545.6,6519.05,28,0,1472.9,10116.13,9786.08,46658.27,47311.23,0,20268.4,470.47,19797.93,4405.52,4284.4,235.77,401,380,9321.71,6722.34,0,771.01,275.44,2368.54
2015-01-10T11:00:00Z,2015-01-10T12:00:00+0100,6375.6,7146.93,21.88,114.78,1774.93,11375.76,11008.52,59415.4,57434.41,5285.27,29595.81,175.84,29419.97,5512.93,5389.38,240.03,459,437,13035.44,9889.75,33,771.01,275.44,2132.88
2015-01-10T23:00:00Z,2015-01-11T00:00:00+0100,5350.4,5912.47,8,0,1863.44,10267.63,9876.21,44605.85,46947.48,0,24165.89,282.85,23883.04,4412.57,4289.83,237.35,449,431,9615.59,7348.92,0,771.01,275.44,2330.81
2015-01-11T00:00:00Z,2015-01-11T01:00:00+0100,5173.6,5818.17,-3.5,0,1870.98,9859.44,9392.42,41905.03,43339.97,0,23984.69,284.82,23699.87,4169.38,4033.74,244.83,415,403,8902.16,6767.05,0,771.01,275.44,2305.45
2015-01-11T11:00:00Z,2015-01-11T12:00:00+0100,6211.6,7024.13,14,66.35,1695.47,10921.52,10571.6,55135.82,53594.28,3983.8,27884.41,337.7,27546.71,5258.94,5001.22,180.72,424,413,11592.16,8885.5,152,771.01,275.44,2519.84
2015-01-11T23:00:00Z,2015-01-12T00:00:00+0100,6776,6441.06,5,0,1603.47,10221.19,9734.51,46959.09,46091.43,0,24595.74,487.37,24108.37,4153.91,4026.11,219.49,420,410,9202.1,7188.1,0,771.01,275.44,2304.08
2015-01-12T00:00:00Z,2015-01-12T01:00:00+0100,6522.8,6338.77,-3.08,0,1507.67,9689.53,9371.52,44615.72,43919.08,0,24548.03,492.27,24055.76,3997.88,3881.87,251.76,400,380,8588.81,6631.78,0,771.01,275.44,2298.77
2015-01-12T11:00:00Z,2015-01-12T12:00:00+0100,7801.6,8184.9,40,93.19,1743.33,12601.35,12322.7,72179.94,68221.96,2262.58,28720.43,490.6,28229.83,5565.95,5488.53,242.65,596,559,15439.72,10988.59,38,771.01,275.44,2470.5
2015-01-12T23:00:00Z,2015-01-13T00:00:00+0100,6984,6464.78,32.5,0,311.49,10772.41,10465.76,51083.03,49198.14,0,23426.45,374.52,23051.93,4547.97,4491.27,91.94,459,477,10022.92,7500.34,0,771.01,275.44,2240.33
2015-01-13T00:00:00Z,2015-01-13T01:00:00+0100,6827.2,6308.58,25.17,0,342.53,10104.88,9562.59,48825.95,47248.59,0,21816.1,385.66,21430.44,4347.9,4268,96.08,421,441,9248.38,6846.05,0,771.01,275.44,2170.94
2015-01-13T11:00:00Z,2015-01-13T12:00:00+0100,8416.8,8367.83,34,142.37,152.24,12699.8,12112.28,68834.59,67209.12,10613.98,24612.59,484.13,24128.46,5530.45,5428.98,28.58,541,570,15534.56,10700.17,42,771.01,275.44,962.76
2015-01-13T23:00:00Z,2015-01-14T00:00:00+0100,7217.6,6725.01,33.34,0,317.99,10853.14,10516.69,48891.95,51831.22,0,17021.09,193.14,16827.95,4626.4,4481.27,54.89,464,461,10218.7,7474.23,0,771.01,275.44,1077.22
2015-01-14T00:00:00Z,2015-01-14T01:00:00+0100,6918.8,6591.62,30.26,0,387.91,10249.79,10236.49,45540.73,48369.01,0,16100.06,270.65,15829.41,4383.61,4268,50.17,417,431,9428.83,6808.86,0,771.01,275.44,1280.19
2015-01-14T11:00:00Z,2015-01-14T12:00:00+0100,8433.6,8460.03,36.32,115.98,212.56,12780.26,12700.28,69074.35,69559.68,3557.11,20796.41,415.74,20380.67,5612.87,5468.98,56.66,584,579,15731.43,10469.17,56,771.01,275.44,1532.33
2015-01-14T23:00:00Z,2015-01-15T00:00:00+0100,6458,6843.71,36,0,1564.64,11006.91,10733.76,51020.9,51545.77,0,14819.2,541.68,14277.52,4619.11,4477.53,44.91,467,483,10246.93,7253.46,0,771.01,275.44,2190.65
2015-01-15T00:00:00Z,2015-01-15T01:00:00+0100,6296,6694.23,36,0,1646.36,10361.57,10166.51,48467.36,48963.81,0,14586.12,544.5,14041.62,4395.4,4300.91,196.04,442,449,9446.31,6796.75,0,771.01,275.44,2356.8
2015-01-15T11:00:00Z,2015-01-15T12:00:00+0100,9074.4,8648.14,38,99.94,378.72,12658.56,12487.26,69918.38,70821.8,3643.91,26282.2,522.56,25759.64,5522.78,5403.46,18.5,575,558,15641.4,8410.9,30,771.01,275.44,2218.95
2015-01-15T23:00:00Z,2015-01-16T00:00:00+0100,7028.8,6857.97,23.33,0,1109.72,11048.95,10688.66,50421.44,50947.24,0,22766.61,424.14,22342.47,4619.57,4484.56,210.65,463,462,10245.33,6953.08,0,771.01,275.44,2484.21
2015-01-16T00:00:00Z,2015-01-16T01:00:00+0100,6784,6674.84,17.78,0,1103.91,10421.37,10035.2,47111.02,48252.99,0,21166.13,366.52,20799.61,4372.84,4245.68,219.68,445,436,9418.42,6414.1,0,771.01,275.44,2441.84
2015-01-16T11:00:00Z,2015-01-16T12:00:00+0100,9198.8,8394.02,39.58,134.31,83.46,12423.54,12430.72,68008.7,69165.13,4788.18,9555.32,540.77,9014.55,5649.63,5407.49,153.1,627,607,14994.73,9435.54,185,771.01,275.44,1415.77
2015-01-16T23:00:00Z,2015-01-17T00:00:00+0100,6731.6,6802.65,42.44,0,1286,11102.16,10622.39,48957.54,51159.22,0,3666.82,417.8,3249.02,4529.77,4431.3,270.54,489,456,10185.9,7539.62,0,771.01,275.44,652.14
2015-01-17T00:00:00Z,2015-01-17T01:00:00+0100,6430.8,6580.03,40.22,0,1468.81,10504.18,10123.57,46020.94,48511.49,0,3972.88,457.56,3515.32,4313.87,4181.4,249.67,467,432,9395.28,6965.63,0,771.01,275.44,621.39
2015-01-17T11:00:00Z,2015-01-17T12:00:00+0100,7608,7608.6,45.11,88.47,152.7,11405.29,11371.14,57553.76,59068.18,4617.38,5102.19,515.09,4587.1,5223.67,5187.38,147.77,501,478,12443.1,10101.43,308,771.01,275.44,1023.55
2015-01-17T23:00:00Z,2015-01-18T00:00:00+0100,6452.4,6604.56,39.68,0,395.91,10497.28,10404.53,45281.72,47680.85,0,7330.85,474.33,6856.52,4118.49,4097.83,29.61,470,445,9462.05,7591.25,0,771.01,275.44,1520.15
2015-01-18T00:00:00Z,2015-01-18T01:00:00+0100,6230,6506.53,36,0,359.97,10085.38,9877.02,43152.51,44178.12,0,7447.03,421.63,7025.4,3979.8,3920.74,29.79,443,422,8767.93,7034.16,0,771.01,275.44,1480.18
2015-01-18T11:00:00Z,2015-01-18T12:00:00+0100,7870,7586.06,35.32,92.24,48.69,11319.04,10842.07,52701.16,55083.78,6544.38,5071.12,199.57,4871.55,5012.34,4839.22,0.4033,464,443,11945.32,8986.08,149,771.01,275.44,456.41
2015-01-18T23:00:00Z,2015-01-19T00:00:00+0100,6214.8,6640.1,45.66,0,15.38,10505.68,10093.93,46216.52,47654.08,0,3146.64,31.2,3115.44,4048.85,4003.11,1.45,470,416,9347.26,7306.13,0,771.01,275.44,461.745
2015-01-19T00:00:00Z,2015-01-19T01:00:00+0100,5811.2,6536.87,36,0,16.41,10154.4,9480.81,44398.45,45418.41,0,2716.42,12.67,2703.75,3947.37,3779.87,56.66,447,415,8785.05,6891.61,0,771.01,275.44,461.745
2015-01-19T11:00:00Z,2015-01-19T12:00:00+0100,7483.6,8586.42,57.87,81.8,0.96,12897.23,12497.18,69572.75,69518.49,4856.27,805.58,13.33,792.25,5799.19,5490.53,56.66,642,612,15376.69,11496.6,93,771.01,275.44,461.745
2015-01-19T23:00:00Z,2015-01-20T00:00:00+0100,6711.2,6933.71,48.44,0,50.38,11439.87,10740.34,51112.05,50425.96,0,1301.85,37.65,1264.2,4519.16,4415.27,4.61,536,494,10198.8,7824.37,0,771.01,275.44,14.61
2015-01-20T00:00:00Z,2015-01-20T01:00:00+0100,6497.2,6785.21,44.68,0,80.25,10884.1,10072.38,48585.56,49056.4,0,1241.02,54.32,1186.7,4308.05,4287,7.44,499,470,9469.34,7364.34,0,771.01,275.44,14.52
2015-01-20T11:00:00Z,2015-01-20T12:00:00+0100,8371.2,8752.24,57.7,60.24,525.3,12889.44,12795.93,70436.31,68642.53,2085.22,388.11,34.41,353.7,5718.3,5645.96,63.41,606,616,15432.62,12024.21,216,771.01,275.44,84.06
2015-01-20T23:00:00Z,2015-01-21T00:00:00+0100,4573.6,6560.05,32.74,0,58.43,11644.59,11256.04,51582.52,50599.74,0,829.79,85.72,744.07,4560.3,4415.27,3.78,519,497,10067.68,8283.68,0,771.01,275.44,309.52
2015-01-21T00:00:00Z,2015-01-21T01:00:00+0100,4418.4,6409.49,32.74,0,89.75,11319.72,10717.83,48769.3,47852.1,0,850.51,66.77,783.74,4346.47,4287,0.4767,484,470,9347.2,7571.26,0,771.01,275.44,332.98
2015-01-21T11:00:00Z,2015-01-21T12:00:00+0100,7760,8654.05,32.74,120.92,24.12,12915.34,13084.16,69749.9,69142.73,4618.32,1170.2,77.86,1092.34,5710.69,5605.96,56.66,620,615,15391.07,11617.37,224,771.01,275.44,453.05
2015-01-21T23:00:00Z,2015-01-22T00:00:00+0100,5100,6696.32,46.59,0,476.81,11559.87,11284.3,52038.44,51320.73,0,3752.13,106.66,3645.47,4575.7,4415.27,6.98,523,498,10215.49,7837.04,0,771.01,275.44,391.11
2015-01-22T00:00:00Z,2015-01-22T01:00:00+0100,4708.8,6558.12,43.93,0,475.16,11129.5,10662.13,49348.89,48998.63,0,3537.57,105.86,3431.71,4332.45,4287,7.59,491,470,9449.29,7387.51,0,771.01,275.44,474.26
2015-01-22T11:00:00Z,2015-01-22T12:00:00+0100,7923.6,8608.08,57.98,104.25,397.56,13164.94,12886.97,70637.52,69135.29,2512.29,2120.81,47.12,2073.69,5763.01,5611.98,8.69,659,601,15719.79,10399.56,60,771.01,275.44,386.84
2015-01-22T23:00:00Z,2015-01-23T00:00:00+0100,6185.6,6527.44,32.74,0,14,11770.68,11295.34,51928.19,51356.04,0,1713.3,2.66,1710.64,4510.16,4410.56,0.29,530,500,10413.56,7558.73,0,771.01,275.44,210.84
2015-01-23T00:00:00Z,2015-01-23T01:00:00+0100,5780,6333.72,32.74,0,8.95,11242.52,10821.25,49413.84,48800.01,0,1613.42,2.66,1610.76,4300.56,4223.68,2.79,493,468,9676.17,6882.7,0,771.01,275.44,173.1
2015-01-23T11:00:00Z,2015-01-23T12:00:00+0100,8272.8,8364.39,32.74,100.75,1225.91,13037.02,12786.17,69596.75,69289.96,1406.14,797.05,97.73,699.32,5817.48,5660.49,170.06,638,609,15739.91,11501.4,163,771.01,275.44,30.67
2015-01-23T23:00:00Z,2015-01-24T00:00:00+0100,6314,6769.38,47.43,0,1721.58,11644.27,11399.05,52141.83,50261.29,0,4156.71,485.2,3671.51,4546.23,4431.3,284.74,538,492,10305.72,8826.38,0,771.01,275.44,1209.65
2015-01-24T00:00:00Z,2015-01-24T01:00:00+0100,6023.6,6544.04,45.36,0,1697.99,11141.06,10852.37,49520.09,48727.52,0,4565.48,490.59,4074.89,4345.26,4224.4,284.12,505,461,9471.59,8259.36,0,771.01,275.44,1427.78
2015-01-24T11:00:00Z,2015-01-24T12:00:00+0100,6640.4,7662.26,41.14,72.94,1680.45,11929.41,11724,60073.11,59177.57,1992.61,5562.07,465.55,5096.52,5487.04,5204.38,254.22,567,498,12874.63,10676.8,108,771.01,275.44,1083.75
2015-01-24T23:00:00Z,2015-01-25T00:00:00+0100,6355.6,6607.25,44.5,0,1674.14,10805.84,10791.78,46725.23,46897.7,0,7676.34,617.77,7058.57,4244.11,4047.83,268.48,495,457,11737.25,8132.83,0,771.01,275.44,628.51
2015-01-25T00:00:00Z,2015-01-25T01:00:00+0100,5647.2,6466.04,36.5,0,1698.87,10349.52,10330.93,44144.97,44594.17,0,7751.47,615.52,7135.95,4072.08,3895.74,286.92,463,432,11488.08,7692.06,0,771.01,275.44,613.97
2015-01-25T11:00:00Z,2015-01-25T12:00:00+0100,6315.6,7519.05,37.01,65.43,1607.11,11340.1,11397.27,54207.04,54451.3,2293.55,4144.25,316.96,3827.29,5209.94,5141.22,280.11,514,454,14636.97,9982.67,65.17,771.01,275.44,293.3
2015-01-25T23:00:00Z,2015-01-26T00:00:00+0100,6332.4,6747.89,44.41,0,1094.42,10236.76,10424.21,47462.47,45954.01,0,2947.71,396.02,2551.69,4196.35,3962.11,255.4,486,408,9272.66,8117.55,0,771.01,275.44,601.28
2015-01-26T00:00:00Z,2015-01-26T01:00:00+0100,6038.4,6646.4,41.99,0,909.06,9948.56,9987.24,44945.01,44055.19,0,3236.37,466.64,2769.73,4064.56,3857.87,244.78,461,427,8692.48,7919.45,0,771.01,275.44,647.13
2015-01-26T11:00:00Z,2015-01-26T12:00:00+0100,8131.6,8705.69,51.65,120.39,188.85,12572.01,12735.58,71241.67,68595.34,2067.14,9549.3,565.44,8983.86,5711.52,5739.53,120.53,654,626,15643.52,13225.9,35.64,771.01,275.44,1142.87
2015-01-26T23:00:00Z,2015-01-27T00:00:00+0100,6460,7032.39,37.55,0,393.02,10936.68,10936.53,51993.93,50585.95,0,15186.38,638.42,14547.96,4664.07,4456.27,47.24,494,497,9934.46,9101.18,0,771.01,275.44,1464.41
2015-01-27T00:00:00Z,2015-01-27T01:00:00+0100,6121.6,6881.49,36.86,0,526.02,10345.63,10218.53,49907.82,48606.31,0,15550.62,644.91,14905.71,4451.51,4320,59.02,486,469,9230.06,8628.1,0,771.01,275.44,1299.74
2015-01-27T11:00:00Z,2015-01-27T12:00:00+0100,8181.6,8872.31,41.52,91.42,456.47,12462.21,12576.3,69637.56,70552.01,3695.42,12257.46,547.71,11709.75,5830.45,5674.98,35.78,629,616,14814.02,13780.04,159.52,771.01,275.44,618.53
2015-01-27T23:00:00Z,2015-01-28T00:00:00+0100,7138,7139.99,41.34,0,632.84,10996.86,10984.31,51808.81,52644.72,0,6388.14,467.48,5920.66,4700.64,4533.2,76.44,521,499,10227.14,9481.87,0,771.01,275.44,795.46
2015-01-28T00:00:00Z,2015-01-28T01:00:00+0100,6671.2,6984.28,42.3,0,610.01,10495.62,10594.5,49173.94,50237.14,0,6042.95,461.7,5581.25,4491.56,4388.72,108.84,490,467,9395.52,8879.42,0,771.01,275.44,747.7
2015-01-28T11:00:00Z,2015-01-28T12:00:00+0100,8494.4,8968.06,48.22,133.42,211.89,12623.63,12681.4,71378.33,70966.67,3332.76,20488,690.52,19797.48,5673.67,5629.12,19.35,617,604,15726.61,13586.8,58.83,771.01,275.44,2379.1
2015-01-28T23:00:00Z,2015-01-29T00:00:00+0100,7131.2,7155.41,23.92,0,1455.21,11128.67,10934.87,52221.14,52615.86,0,22400.4,607.53,21792.87,4754.21,4590.27,194.86,486,490,10184.56,9126.47,0,771.01,275.44,2283.42
2015-01-29T00:00:00Z,2015-01-29T01:00:00+0100,6782.4,6991.75,21.22,0,1598.73,10686.85,10418.86,49170.81,50108.62,0,21848.49,600.81,21247.68,4513.92,4419,156.82,468,469,9383.02,8568.66,0,771.01,275.44,2253.56
2015-01-29T11:00:00Z,2015-01-29T12:00:00+0100,8422.4,9049.04,29.18,85.56,140.48,12463.65,12680.55,72177.03,70199.34,5641.92,21688.97,617.47,21071.5,5965.06,5691.98,27.66,631,606,15341.78,13402.79,198.42,771.01,275.44,2053.69
2015-01-29T23:00:00Z,2015-01-30T00:00:00+0100,6275.6,7275.23,35.57,0,1386.33,11320.99,11138.8,51738.98,53548.25,0,5991.84,70.79,5921.05,4681.13,4645.56,195.76,513,499,10557.73,9066.98,0,771.01,275.44,260.49
2015-01-30T00:00:00Z,2015-01-30T01:00:00+0100,6020.4,7065.15,35.15,0,1573.44,10950.83,10607.45,49056.43,51852.33,0,5280.1,73.82,5206.28,4465.41,4423.68,243.88,481,461,9783.13,8474.24,0,771.01,275.44,541.222
2015-01-30T11:00:00Z,2015-01-30T12:00:00+0100,7190.4,8862.94,49.59,59.84,140.03,12766.87,12595.4,69388.88,70613.6,2589.87,3936.53,9.67,3926.86,5911.37,5830.49,161.2,658,618,15205.03,13674.74,101.21,771.01,275.44,224.15
2015-01-30T23:00:00Z,2015-01-31T00:00:00+0100,5691.2,6719.56,42.87,0,1394.78,11261.69,10970.94,51454.24,49728.88,0,4966.11,110.55,4855.56,4643.28,4555.3,124.77,532,501,10403.28,12254.27,0,771.01,275.44,931.36
2015-01-31T00:00:00Z,2015-01-31T01:00:00+0100,5898.4,6479.29,42.09,0,1118.54,10668.16,10456.08,48819.24,48070.62,0,5043.69,105.99,4937.7,4428.36,4390.4,157.8,494,471,9570.45,11444.35,0,771.01,275.44,688.76
2015-01-31T11:00:00Z,2015-01-31T12:00:00+0100,6451.6,7652.3,41.2,124.33,56.43,11558.12,11368.53,58151.32,59263.34,3710.5,5181.12,66.4,5114.72,5305.94,5267.38,1.75,559,528,12756.58,14504.42,311.03,771.01,275.44,291.63
2015-01-31T23:00:00Z,2015-02-01T00:00:00+0100,6512.8,6377.13,44,0,111.17,10720.43,10449.22,46313.64,47424.57,0,5761.45,76.13,5685.32,4236.47,4156.83,33.38,541.28,510,9540.96,11252.74,0,771.01,275.44,287.52
2015-02-01T00:00:00Z,2015-02-01T01:00:00+0100,6311.2,6259.74,38.91,0,127.43,10257.45,9958.97,43565.32,43362.75,0,5246.07,59.97,5186.1,4098.83,4030.74,23.84,513.52,473,8899.86,10789.04,0,771.01,275.44,375.6
2015-02-01T11:00:00Z,2015-02-01T12:00:00+0100,7573.2,7503.06,36,109.3,16.63,11487.11,11061.78,53022.91,54401.26,4617.12,3377.13,309.7,3067.43,5107.66,5077.22,0.8433,471.52,455,11652.12,13573.52,63.37,771.01,275.44,416.3
2015-02-01T23:00:00Z,2015-02-02T00:00:00+0100,6945.2,6360.34,20.96,0,483.48,10630.4,10209.65,48549.55,46951.29,0,7327.08,300.66,7026.42,4174.41,4079.11,6.32,513.26,484,9427.45,11084.05,0,771.01,275.44,877.78
2015-02-02T00:00:00Z,2015-02-02T01:00:00+0100,6639.6,6240.93,26.45,0,417.12,10348.93,9871.19,46378.61,44174.81,0,7239.15,308.84,6930.31,4063.14,3952.87,21.62,475.54,466,8895.65,10934.02,0,771.01,275.44,976.99
2015-02-02T11:00:00Z,2015-02-02T12:00:00+0100,9614.8,8434.87,45.21,115.38,106.51,12770.93,12615.82,71004.21,68829.32,3821.76,9498.76,398.94,9099.82,5710.21,5605.53,9.9,615.14,612,15338.87,17947.29,255.08,771.01,275.44,927.51
2015-02-02T23:00:00Z,2015-02-03T00:00:00+0100,7635.6,6983.94,50.73,0,343.28,11552.06,11072.44,53261.97,51461.39,0,6985.54,276.51,6709.03,4682.4,4540.27,85.26,525,538,10041.05,10052.06,0,771.01,275.44,218.35
2015-02-03T00:00:00Z,2015-02-03T01:00:00+0100,7200.4,6830.85,45.27,0,323.16,11037.75,10471.13,50584.44,49406.24,0,6645.1,295.81,6349.29,4427.43,4394,57.57,495,504,9324.37,9315.93,0,771.01,275.44,220.68
2015-02-03T11:00:00Z,2015-02-03T12:00:00+0100,9401.2,8905.15,57.02,163.47,26.04,12698.27,12620.96,70280.39,69285.36,5024.05,3730.55,370.63,3359.92,5682.85,5589.98,0.08,636,634,14704.07,15260.4,257,771.01,275.44,121.92
2015-02-03T23:00:00Z,2015-02-04T00:00:00+0100,7280,7267.33,47.8,0,185.86,11512.59,11292.31,53450.45,51702.97,0,2520.97,251.04,2269.93,4711.02,4571.54,44.12,522,542,10242.59,10171.17,0,771.01,275.44,461.745
2015-02-04T00:00:00Z,2015-02-04T01:00:00+0100,7112,7091.95,46,0,154.55,11162.91,10816.31,50907.82,49024.88,0,2410.47,203.96,2206.51,4481.54,4392.91,41.64,486,505,9546.1,9390.52,0,771.01,275.44,461.745
