utc_timestamp,cet_cest_timestamp,AT_load_actual_entsoe_transparency,AT_load_forecast_entsoe_transparency,AT_price_day_ahead,AT_solar_generation_actual,AT_wind_onshore_generation_actual,BE_load_actual_entsoe_transparency,BE_load_forecast_entsoe_transparency,DE_load_actual_entsoe_transparency,DE_load_forecast_entsoe_transparency,DE_solar_generation_actual,DE_wind_generation_actual,DE_wind_offshore_generation_actual,DE_wind_onshore_generation_actual,HU_load_actual_entsoe_transparency,HU_load_forecast_entsoe_transparency,HU_wind_onshore_generation_actual,LU_load_actual_entsoe_transparency,LU_load_forecast_entsoe_transparency
2016-01-27T11:00:00Z,2016-01-27T12:00:00+0100,9326.8,9132.52,24.83,176.44,314.29,11965.73,11974.4,72425.66,71962.79,5786.74,27359.21,2157.88,25201.33,5866.44,5708.98,1.06,583,615
2016-01-27T23:00:00Z,2016-01-28T00:00:00+0100,6964,7045.37,18.38,0,142.64,10037.71,10130.87,52069.53,50846.39,0,27597.49,2573.37,25024.12,4776.3,4551.75,15.42,445,526
2016-01-28T11:00:00Z,2016-01-28T12:00:00+0100,9232.8,9100.08,35,179.49,451.42,11668.03,11784.7,70865.4,69822,7508.73,19865.26,2578.07,17287.19,5720.76,5698.5,2.73,623,623
2016-01-28T23:00:00Z,2016-01-29T00:00:00+0100,6789.6,6899.74,32.77,0,144.81,10353.7,10207.39,51475.6,53159.42,0,16579.62,2839.15,13740.47,4679.54,4561.04,34.24,492,538
2016-01-29T11:00:00Z,2016-01-29T12:00:00+0100,9070.4,8980.24,30.88,214.38,104.5,11829.98,11763.71,70292.39,72161.55,9396.91,29249.52,2550.89,26698.63,5836.89,5664.02,56.66,575,599
2016-01-29T23:00:00Z,2016-01-30T00:00:00+0100,6868.8,6696.11,25.03,0,221.9,10079.97,10086.04,50871.87,52781.02,0,29260.79,2823.03,26437.76,4653.36,4522.3,79.37,467,525
2016-01-30T11:00:00Z,2016-01-30T12:00:00+0100,7912.8,7781.07,20.44,213.19,145.03,11007.27,10645.1,61025.18,63465.47,5600.83,29404.14,2776.72,26627.42,5342.97,5337.38,15.13,502,476
2016-01-30T23:00:00Z,2016-01-31T00:00:00+0100,6127.6,6127.71,27.12,0,239.13,9795.15,9555.06,46638.8,47803.99,0,24558.16,2729.75,21828.41,4156.06,4068.83,79.97,455,485
2016-01-31T11:00:00Z,2016-01-31T12:00:00+0100,7404,7104.59,21.24,137.24,924.58,10830.29,10384.21,55204.96,57870.77,3961.92,22944.09,2815.9,20128.19,5072.39,4978.22,66.53,491,464
2016-01-31T23:00:00Z,2016-02-01T00:00:00+0100,6370.8,6195.33,27.8,0,847.17,9311.93,9637.91,45649.66,48962.63,0,14148.54,839.02,13309.52,4090.76,4122.11,81.15,395,457
2016-02-01T11:00:00Z,2016-02-01T12:00:00+0100,9239.2,8418.76,35.29,190.91,444.61,11672.78,11679.71,71877.39,70396.29,2570.74,24417.09,2695.01,21722.08,5734.88,5553.53,20.68,583,578
2016-02-01T23:00:00Z,2016-02-02T00:00:00+0100,6808,6353.1,12,0,1180.01,10083.9,10073.53,52460.9,50498.19,0,31392.07,2776.84,28615.23,4575.06,4521.27,48.77,449,506
2016-02-02T11:00:00Z,2016-02-02T12:00:00+0100,9146.4,8567.13,26.9,221.06,391.88,12127.79,11790.83,72699.88,68106.23,5071.95,28923.49,2087.61,26835.88,5606.96,5576.98,2.66,611,606
2016-02-02T23:00:00Z,2016-02-03T00:00:00+0100,6855.6,6540.61,16.31,0,1043.23,10476.75,10119.59,52163.39,50088.08,0,27994.89,2199.61,25795.28,4608.65,4441.27,4.69,478,526
2016-02-03T11:00:00Z,2016-02-03T12:00:00+0100,9676,8867.32,29.87,131.41,278.6,11719.5,12068.31,71982.08,70058.4,5697.67,22959.77,2760.74,20199.03,5712.37,5584.98,0.25,613,580
2016-02-03T23:00:00Z,2016-02-04T00:00:00+0100,7018.8,6680.94,28.83,0,1523.87,10778.32,10456.19,53222.55,50401.08,0,20486.17,2538.75,17947.42,4642.34,4351.27,182.42,500,529
2016-02-04T11:00:00Z,2016-02-04T12:00:00+0100,9498.4,9071.13,29.49,207.87,1986.63,12383.71,11990.11,72005.44,71272.8,3043.14,16548.44,881.41,15667.03,5611.32,5440.98,265.41,615,616
2016-02-04T23:00:00Z,2016-02-05T00:00:00+0100,7059.6,6761.69,31.1,0,498.27,10634.78,10584.43,52283.96,51214.48,0,8573.43,937.89,7635.54,4679.19,4405.56,86.71,488,525
2016-02-05T11:00:00Z,2016-02-05T12:00:00+0100,9300.8,8962.87,36.93,203.59,879.05,12110.33,11727.25,70503.47,70110.41,4184.64,12771.34,2248.3,10523.04,5589.56,5502.49,214.59,620,638
2016-02-05T23:00:00Z,2016-02-06T00:00:00+0100,6765.2,6616.62,32.1,0,344.98,10116.59,10143.18,50634.15,50230.69,0,13378.55,2614.58,10763.97,4623.76,4411.3,79.76,472,541
2016-02-06T11:00:00Z,2016-02-06T12:00:00+0100,7691.6,7627.48,21.45,265.15,550.51,10673.46,10855.58,58590.64,62187.51,10352.97,16331.46,2646.13,13685.33,5178.93,5028.38,41.13,473,511
2016-02-06T23:00:00Z,2016-02-07T00:00:00+0100,6268,6236.94,20.65,0,1936.64,9371.49,9533.34,45894.71,46926.27,0,21841.81,2683.22,19158.59,4136.26,3969.83,244.5,404,486
2016-02-07T11:00:00Z,2016-02-07T12:00:00+0100,7276.4,6908.39,18.25,260.38,1878.79,10086.36,10465.16,53874.23,58034.75,7108.02,17899.84,2591.92,15307.92,4839.8,4814.22,286.22,449,451
2016-02-07T23:00:00Z,2016-02-08T00:00:00+0100,6304,6085.76,16,0,1134.17,9326.51,9128.2,46825.95,47483.38,0,24740.29,2757.38,21982.91,4062.87,3947.11,268.2,399,454
2016-02-08T11:00:00Z,2016-02-08T12:00:00+0100,8998.8,8624.66,20.03,236.32,853.54,11744.82,11534.99,70150.06,69632.21,5974.3,31244.71,2787.57,28457.14,5718.15,5551.53,186.81,594,582
2016-02-08T23:00:00Z,2016-02-09T00:00:00+0100,6763.6,6408.58,16.47,0,732.62,10114.5,10077.99,52713.57,50179.36,0,32973.32,2793.7,30179.62,4540.28,4387.27,254.32,427,513
2016-02-09T11:00:00Z,2016-02-09T12:00:00+0100,8792,8632.91,23.4,279.33,814.86,12490.75,11867.91,70990.64,68160.8,4184.15,20275.48,2666.59,17608.89,5533.06,5500.98,59.22,585,590
2016-02-09T23:00:00Z,2016-02-10T00:00:00+0100,6792,6344.13,18.03,0,2103.26,10594.5,10357.26,52565.39,49859.79,0,25553.36,1297.22,24256.14,4544.67,4383.27,292.93,486,520
2016-02-10T11:00:00Z,2016-02-10T12:00:00+0100,9674.4,9044.62,26.19,134.22,1971.85,12449.53,11969.23,71947.42,70464.94,5463.71,16222.34,1235.65,14986.69,5931.15,5591.98,238.75,603,598
2016-02-10T23:00:00Z,2016-02-11T00:00:00+0100,6905.6,6624.44,30,0,1493.11,10796.44,10601.27,52995.77,50641.08,0,16501.28,1603.48,14897.8,4640.23,4423.27,167.11,502,530
2016-02-11T11:00:00Z,2016-02-11T12:00:00+0100,9360.4,8997.72,23.7,257.91,1508.32,12163.78,12115.18,70065.24,70570.58,7571.77,15768.06,967.4,14800.66,5621.13,5457.98,179.85,654,629
2016-02-11T23:00:00Z,2016-02-12T00:00:00+0100,6991.2,6763.21,30,0,119.01,10906.23,10527.44,52576.01,51049.59,0,7665.25,357.8,7307.45,4679.17,4479.56,18.23,517,533
2016-02-12T11:00:00Z,2016-02-12T12:00:00+0100,9261.2,8971.53,32.5,292.23,118.03,12006.69,12129.29,69020.57,68852.53,12592.87,1743.08,203.22,1539.86,5551.66,5541.49,37.11,625,623
2016-02-12T23:00:00Z,2016-02-13T00:00:00+0100,6752,6861.22,32.93,0,646.79,10800.12,10363.88,51007.9,48889.31,0,3063.94,66.81,2997.13,4549.15,4530.3,40.25,505,534
2016-02-13T11:00:00Z,2016-02-13T12:00:00+0100,7836.8,8037,25.02,207.29,122.94,11314.61,10960.46,57780.57,57209.65,9536.92,3412.18,816.18,2596,5449.28,5129.38,13.35,528,537
2016-02-13T23:00:00Z,2016-02-14T00:00:00+0100,6209.2,6315.94,23.63,0,666.6,10222.29,9939.18,46032.21,45360.93,0,14076.22,2501.5,11574.72,4163.81,4015.83,143,474,498
2016-02-14T11:00:00Z,2016-02-14T12:00:00+0100,7252.8,7075.18,21.71,285.65,478.13,10815.26,10620.37,55204.53,53682.73,4506.87,11085.45,2767.14,8318.31,4854.84,4789.22,68.03,484,491
2016-02-14T23:00:00Z,2016-02-15T00:00:00+0100,6302.4,6300.14,25.6,0,264.21,10084.02,9808.03,47459.3,45766.73,0,9676.65,2866.76,6809.89,4035.61,3916.11,81.78,460,484
2016-02-15T11:00:00Z,2016-02-15T12:00:00+0100,9480.4,9004.36,32.18,191.57,1053.55,11871.64,12059.88,71892.3,62785.34,4250.69,8903.43,1703.43,7200,5813.67,5604.53,145.61,627,625
2016-02-15T23:00:00Z,2016-02-16T00:00:00+0100,6735.6,6705.43,28.52,0,567.93,10965.25,10650.32,53394.58,48808.17,0,6065.25,324.06,5741.19,4529.56,4421.27,115.36,521,528
2016-02-16T11:00:00Z,2016-02-16T12:00:00+0100,9633.6,9056.62,36.03,181.67,464.3,11928.99,12555.81,70941.04,63047.6,8062.36,1071.92,376.88,695.04,5786.12,5626.98,121.58,582,632
2016-02-16T23:00:00Z,2016-02-17T00:00:00+0100,7087.6,6839.74,27.9,0,578.37,11252.23,11042.31,54161.08,49866.86,0,7272.81,1983.31,5289.5,4571.53,4383.27,48.48,514,573
2016-02-17T11:00:00Z,2016-02-17T12:00:00+0100,9618.8,9245.4,26.7,146.47,445.37,12282.78,12578.03,71856.16,68587.49,8251.32,9897.14,2037.11,7860.03,5721.47,5541.98,58.66,651,628
2016-02-17T23:00:00Z,2016-02-18T00:00:00+0100,7000.4,6913.83,29,0,856.67,10922.45,11129.17,53140.15,50336.62,0,3437.28,598.27,2839.01,4641.79,4444.27,38.2,531,568
2016-02-18T11:00:00Z,2016-02-18T12:00:00+0100,9703.6,9191.82,32.04,261.93,13.11,12337.17,12256.96,70066.21,68638.47,11984.5,3912.82,1682.88,2229.94,5674.44,5557.98,25.17,606,630
2016-02-18T23:00:00Z,2016-02-19T00:00:00+0100,7026.8,6885.1,26.1,0,1076.12,11048.41,10900.36,52595.83,51171.31,0,2087.55,549.11,1538.44,4593.28,4370.56,101.94,516,568
2016-02-19T11:00:00Z,2016-02-19T12:00:00+0100,9621.2,9176.81,30.98,215.88,1892.3,11847.2,12089.4,70531.75,68275.04,6194.35,2119.63,659.7,1459.93,5880.44,5602.49,240.25,606,619
2016-02-19T23:00:00Z,2016-02-20T00:00:00+0100,6911.2,6810.26,29.45,0,793.55,10255.61,10578.23,53277.75,50992.52,0,15488.8,2745.76,12743.04,4601.64,4390.3,43.39,493,551
2016-02-20T11:00:00Z,2016-02-20T12:00:00+0100,7814,7965.81,19.44,343,627.45,10998.59,10974.82,62732.45,61032.08,2827.24,28371.49,2944.44,25427.05,5206.28,5029.38,71.75,511,497
2016-02-20T23:00:00Z,2016-02-21T00:00:00+0100,6276,6208.65,21.7,0,711.19,9402.11,9507.15,47041.81,46880.4,0,26436.14,2868.17,23567.97,4099.23,3950.83,103.83,417,473
2016-02-21T11:00:00Z,2016-02-21T12:00:00+0100,7425.6,6690.96,14.47,252.54,2020.43,10339.97,10133.48,55217.66,57607.58,3642.32,21400.18,2362.91,19037.27,4990.97,4784.22,167.56,426,435
2016-02-21T23:00:00Z,2016-02-22T00:00:00+0100,6200,5975.94,14.57,0,1614.02,9182.48,9190.57,47917.8,46959.18,0,32521.23,2101.07,30420.16,4006.37,3936.11,199.53,415,459
2016-02-22T11:00:00Z,2016-02-22T12:00:00+0100,8640.8,8402.71,26,441.32,950.01,11789.63,11437.81,71953.36,68992.1,8782.57,21536.71,2801.33,18735.38,5290.19,5511.53,30.13,600,623
2016-02-22T23:00:00Z,2016-02-23T00:00:00+0100,6523.6,6238.72,24.17,0,345.5,10300.93,10194.54,51594.15,48612.54,0,14991.81,2603.55,12388.26,4458.33,4428.27,31.21,480,536
2016-02-23T11:00:00Z,2016-02-23T12:00:00+0100,9111.6,8567.26,30.41,262.09,391.04,11842.53,11827.3,70888.89,67896.11,6374.14,10510.04,2303.35,8206.69,5677.6,5345.98,17.02,633,632
2016-02-23T23:00:00Z,2016-02-24T00:00:00+0100,6837.2,6417.5,22.3,0,2248.47,10675.42,10606.15,53176.44,50003.34,0,15430.4,2594.99,12835.41,4494.62,4378.27,300.44,513,555
2016-02-24T11:00:00Z,2016-02-24T12:00:00+0100,8996,8773.87,25.79,341.79,1000.33,11814.48,12012.06,70365.18,68755.62,11702.95,12701.91,2131.59,10570.32,5482.95,5426.98,156.74,622,620
2016-02-24T23:00:00Z,2016-02-25T00:00:00+0100,6871.2,5922,26.02,0,92.84,10622.28,10602.56,52973.28,51102.64,0,6289.33,1346.6,4942.73,4561.43,4421.27,10.92,517,562
2016-02-25T11:00:00Z,2016-02-25T12:00:00+0100,9380.8,8356.79,29.79,254.31,1197.57,11909.61,12055.79,69789.28,68394.65,10364.73,7509,1754.25,5754.75,5646.23,5505.98,151.75,586,618
2016-02-25T23:00:00Z,2016-02-26T00:00:00+0100,6885.2,6714.66,26.36,0,533.36,10792.94,10661.72,53707.47,51087.84,0,8718.81,1164.73,7554.08,4553.85,4452.56,92.83,517,553
2016-02-26T11:00:00Z,2016-02-26T12:00:00+0100,8976.8,8952.22,27.15,378.27,208.58,12116.48,11768.34,68746.04,67436.41,12354.92,2754.07,313.98,2440.09,5531.8,5475.49,62.94,605,612
2016-02-26T23:00:00Z,2016-02-27T00:00:00+0100,6679.2,6629.07,33.33,0,361.67,10501.34,10193.34,50351.31,50347.44,0,2690.43,80.58,2609.85,4534.31,4361.3,12.1,512,542
2016-02-27T11:00:00Z,2016-02-27T12:00:00+0100,7730,7622.77,24,401.89,1503.77,10385.44,10913.13,56238.85,60149.88,17544.94,3495.13,15.46,3479.67,5075.37,5025.38,142.37,460,501
2016-02-27T23:00:00Z,2016-02-28T00:00:00+0100,6146,6232.79,24.7,0,1875.98,9770.85,9691,45942.44,46700.27,0,5634.97,103.8,5531.17,4037.96,3914.83,105.4,465,500
2016-02-28T11:00:00Z,2016-02-28T12:00:00+0100,7287.6,6915.39,20.52,297.55,1100.04,9964.56,10546.54,53074.12,55269.81,12064.37,5934.76,129.81,5804.95,4784.75,4767.22,92.44,422,442
2016-02-28T23:00:00Z,2016-02-29T00:00:00+0100,6169.6,6086.62,22.7,0,774.66,9681.63,9492.03,47116.71,46918.12,0,10199.71,310.98,9888.73,3959.17,3805.11,82.75,439,490
2016-02-29T11:00:00Z,2016-02-29T12:00:00+0100,9691.6,8662.9,25.7,231.3,1358.75,11659.09,11721.64,68935,68225.02,6957.28,11431.06,163.69,11267.37,5665.37,5505.53,171.77,554,601
2016-02-29T23:00:00Z,2016-03-01T00:00:00+0100,6687.2,6493.91,24.41,0,228.88,10661.81,10466.68,52576.31,50855.77,0,6336.11,591.08,5745.03,4492.69,4372.27,11.22,519,548
2016-03-01T11:00:00Z,2016-03-01T12:00:00+0100,9514.8,9067.75,32.9,263.98,2268.05,12216.71,11993.55,72778.88,68817.11,8138.4,7102.36,2584.97,4517.39,5769.59,5584.98,264.42,605,607
2016-03-01T23:00:00Z,2016-03-02T00:00:00+0100,7117.2,6673.46,18.7,0,944.41,10331.43,10795.73,53680.39,51698.98,0,19629.57,2580.11,17049.46,4558.15,4304.27,74.64,493,498
2016-03-02T11:00:00Z,2016-03-02T12:00:00+0100,9182.8,8931.62,25.83,277.54,102.6,11714.81,11822.45,70800.33,67635.89,5375.86,17469.85,921.27,16548.58,5456.13,5479.76,10.6,600,624
2016-03-02T23:00:00Z,2016-03-03T00:00:00+0100,6878,6774,25.71,0,992.27,10301.51,10248.5,51744.79,51474.32,0,8349.51,185.23,8164.28,4533.63,4378.27,161.91,496,509
2016-03-03T11:00:00Z,2016-03-03T12:00:00+0100,9603.2,9134.95,29.6,252.35,405.53,12019.5,11742.5,70203.51,68972.26,8431.74,2435.27,394.38,2040.89,5532.71,5541.98,52.7,632,624
2016-03-03T23:00:00Z,2016-03-04T00:00:00+0100,7067.6,6877.68,29.2,0,1983.45,10470.29,10433.05,52167.52,51106.38,0,3958.66,281.78,3676.88,4566.89,4391.56,247.6,520,519
2016-03-04T11:00:00Z,2016-03-04T12:00:00+0100,8928,8965.99,27.17,312.95,1027.79,12423.46,11766.6,69804.64,67487.33,12154.89,14041.3,1980.62,12060.68,5500.79,5413.49,268.99,644,618
2016-03-04T23:00:00Z,2016-03-05T00:00:00+0100,6752.8,6696.34,25.57,0,1250.27,10635.46,10073.99,50638.79,48919.45,0,10239.2,1707.82,8531.38,4530.12,4401.3,85.58,522,528
2016-03-05T11:00:00Z,2016-03-05T12:00:00+0100,7741.6,7549.39,28.37,349.01,1791.13,10928.88,10585.07,57791.27,56262.57,6755.67,2747.07,425.33,2321.74,5300.83,5011.38,296.99,526,548
2016-03-05T23:00:00Z,2016-03-06T00:00:00+0100,6098.4,6092.64,26.3,0,1638.38,9907.3,9786.51,45640.52,44115.6,0,1595.07,260.82,1334.25,4287.65,3945.83,215.29,492,480
2016-03-06T11:00:00Z,2016-03-06T12:00:00+0100,7082.8,6955.35,21.3,338.18,784.73,10429.9,10341.46,54471.7,52713.72,7794.13,6502.99,442.47,6060.52,4939.84,4687.22,32.81,476,478
2016-03-06T23:00:00Z,2016-03-07T00:00:00+0100,6283.2,6063.24,24.2,0,397.24,9825.87,9597.47,47608.86,45317.88,0,6099.25,679.96,5419.29,4017.12,3822.11,67.53,481,465
2016-03-07T11:00:00Z,2016-03-07T12:00:00+0100,9366,8791.28,29,288.55,604.12,12100.96,11776.74,69075.42,67400.99,10716.89,2025.54,337.11,1688.43,5719.24,5530.53,97.21,650,626
2016-03-07T23:00:00Z,2016-03-08T00:00:00+0100,6934.4,6673.9,32.41,0,470.79,10762.47,10626.34,52228.29,50274.77,0,1294.38,163.24,1131.14,4546.95,4381.27,25.57,515,520
2016-03-08T11:00:00Z,2016-03-08T12:00:00+0100,9485.2,8950.92,29.2,279.44,269.1,11935.19,12122.46,70682.44,67225.38,12161.8,2348.29,213.48,2134.81,5556.8,5451.98,25.12,615,630
2016-03-08T23:00:00Z,2016-03-09T00:00:00+0100,6993.6,6716.89,26.6,0,659.5,10372.71,10502.27,52748.44,50954.19,0,6948.95,1663.65,5285.3,4592.67,4421.27,90.65,525,518
2016-03-09T11:00:00Z,2016-03-09T12:00:00+0100,8942,8829.89,24.28,358.98,34.18,11629.84,11895.56,69728.68,67496.17,17965.32,10274.7,1760.35,8514.35,5402.55,5317.98,56.66,546,605
2016-03-09T23:00:00Z,2016-03-10T00:00:00+0100,6994.4,6876.58,21.6,0,33.17,10419.74,10275.44,52515.55,50314.67,0,8708.46,1379.69,7328.77,4581.09,4392.27,11.86,512,516
2016-03-10T11:00:00Z,2016-03-10T12:00:00+0100,9004.4,9045.07,26.31,401.25,932.24,11355.57,11783.53,68913.24,67517.27,14930.29,3703.8,901.47,2802.33,5444.71,5405.98,57.28,604,607
2016-03-10T23:00:00Z,2016-03-11T00:00:00+0100,6887.2,6845.43,26.5,0,1668.01,10476.83,10427.17,53394.1,51007.67,0,5122.4,589.19,4533.21,4564.17,4420.56,173.67,514,521
2016-03-11T11:00:00Z,2016-03-11T12:00:00+0100,9270.8,8867.89,29.17,261.91,1566.72,11320.9,11871.2,67590.6,66524.98,11214.17,3220.23,195.4,3024.83,5345.31,5348.49,182.25,610,602
2016-03-11T23:00:00Z,2016-03-12T00:00:00+0100,6675.2,6627.9,29.72,0,1359.17,10339.7,10176.46,52912.47,49115,0,3919.27,210.1,3709.17,4462.05,4370.3,129.63,514,511
2016-03-12T11:00:00Z,2016-03-12T12:00:00+0100,8060.8,7600.5,23.7,271.07,1066.34,10332.77,10506.15,58769.07,57504.01,10117.33,2470.45,119.85,2350.6,5040.33,4766.38,96.04,467,483
2016-03-12T23:00:00Z,2016-03-13T00:00:00+0100,6101.6,6122.48,24.6,0,985.48,9574.65,9513.84,48467.79,44653.03,0,4975.01,404.92,4570.09,3997.43,3835.83,63.04,491,474
2016-03-13T11:00:00Z,2016-03-13T12:00:00+0100,7419.2,6954.9,23.65,295.37,802.22,9736.61,9984.9,53984.77,53563.02,8766.3,5137.84,87.36,5050.48,4595.71,4482.22,75.46,411,450
2016-03-13T23:00:00Z,2016-03-14T00:00:00+0100,6244,6193.84,22.52,0,1067.33,9319.75,9406.3,49777.43,46108.69,0,5493.33,30.89,5462.44,3853.3,3732.11,146.12,439,459
2016-03-14T11:00:00Z,2016-03-14T12:00:00+0100,8945.6,8890.51,26,457.23,705.28,11373.74,11645.43,67447.1,67195.33,19735.19,2631.91,140.98,2490.93,4532.74,4504.53,91.33,560,577
2016-03-14T23:00:00Z,2016-03-15T00:00:00+0100,6778,6647.22,28,0,631.5,10227.4,10328.35,51269.3,50695.75,0,3649.52,113.37,3536.15,3825.73,3741.27,142.8,495,510
2016-03-15T11:00:00Z,2016-03-15T12:00:00+0100,9661.6,9032.97,32,284.52,1281.91,11533.35,11734.28,71133.47,68506.29,5067.97,6621.56,781.74,5839.82,4656.86,4210.98,105.04,591,593
2016-03-15T23:00:00Z,2016-03-16T00:00:00+0100,6992.8,6796.37,26,0,386.5,10355.41,10030.36,51612.08,50631.88,0,9440.05,795.81,8644.24,3794.95,3609.27,74.87,494,503
2016-03-16T11:00:00Z,2016-03-16T12:00:00+0100,9332,8932.95,29.27,350.71,209.84,11535.89,11487.23,70697.27,66910.6,14993.11,14702.06,240.84,14461.22,5417.62,5240.98,6.56,584,569
2016-03-16T23:00:00Z,2016-03-17T00:00:00+0100,6908,6821.38,25.39,0,93.52,10388.89,10213.69,52169.13,50786.99,0,6364.11,82,6282.11,4579.08,4328.27,0.3,487,508
2016-03-17T11:00:00Z,2016-03-17T12:00:00+0100,8830,8895.96,26.4,478.35,96.01,11282.46,11503.51,67162.87,67834.25,22869.77,1357.97,229.72,1128.25,5375.62,5218.98,1.16,572,590
2016-03-17T23:00:00Z,2016-03-18T00:00:00+0100,6797.2,6801.51,27.1,0,32.38,10235.38,10284.3,51005.7,50211.61,0,6669.05,1394.65,5274.4,4582.78,4381.56,31.88,494,519
2016-03-18T11:00:00Z,2016-03-18T12:00:00+0100,8574.8,8499.4,25.79,474.71,589.43,11842.23,11470.41,68933.24,66679.58,15727.37,5158.89,1212.89,3946,5329.98,5221.49,38.68,568,611
2016-03-18T23:00:00Z,2016-03-19T00:00:00+0100,6596.4,6542.08,29.09,0,1290.84,10196.02,10200.48,49267.86,48628.91,0,2483.13,902.16,1580.97,4530.42,4309.3,161.66,505,522
2016-03-19T11:00:00Z,2016-03-19T12:00:00+0100,7370.8,7490.74,26.5,397.39,108.2,11052.23,10313.75,58101.82,57138.67,10775.85,3219.27,1377.67,1841.6,5094.78,4867.38,25.61,529,484
2016-03-19T23:00:00Z,2016-03-20T00:00:00+0100,5875.6,6047.33,24.62,0,6.43,9754.88,9425.36,45098.41,43662.77,0,11588.29,2391.98,9196.31,4067.15,3897.83,24.63,482,487
2016-03-20T11:00:00Z,2016-03-20T12:00:00+0100,6732.8,6756.83,19.1,481.54,412.95,10508.27,9884.01,53117.6,52914.74,8891.83,13391.32,2262.22,11129.1,4665.48,4592.22,43.03,499,436
2016-03-20T23:00:00Z,2016-03-21T00:00:00+0100,5984.4,5980.04,24.49,0,158.02,9567.75,9491.84,46289.27,45029.61,0,9955.24,2154.87,7800.37,3977.58,3807.11,58.05,468,463
2016-03-21T11:00:00Z,2016-03-21T12:00:00+0100,8728.8,8499.07,28.64,480.96,602.79,11905.33,11614.44,69550.9,66440.66,10162.69,14870.62,2337.37,12533.25,5388.33,5265.53,108.85,620,591
2016-03-21T23:00:00Z,2016-03-22T00:00:00+0100,6520,6468.46,23.97,0,913.14,10138.83,10244.84,50822.43,48754.8,0,12751.1,2190.64,10560.46,4471.13,4393.27,57.04,498,510
2016-03-22T11:00:00Z,2016-03-22T12:00:00+0100,8928.8,8713.91,28.03,415.52,422.63,11263.44,11609.71,69694.23,66785.91,9790.13,7724.9,965.33,6759.57,5409.92,5253.98,123.3,581,604
2016-03-22T23:00:00Z,2016-03-23T00:00:00+0100,6689.6,6522.63,26.76,0,237.56,10159.46,10002.54,50068.18,48308.03,0,4525.36,1134.93,3390.43,4486.26,4344.27,23.45,479,522
2016-03-23T11:00:00Z,2016-03-23T12:00:00+0100,9080,8660.96,30.23,340.03,207.26,11820.66,11327.19,69236.11,65059.14,8835.66,6954.46,1083.48,5870.98,5589.55,5375.98,26.5,606,610
2016-03-23T23:00:00Z,2016-03-24T00:00:00+0100,6766.8,6612.41,27.15,0,895.99,10199.08,10064.41,50548.96,47779.41,0,4235.29,291.89,3943.4,4496.77,4388.27,171.54,501,509
2016-03-24T11:00:00Z,2016-03-24T12:00:00+0100,9125.6,8802.37,31.29,387.08,1207.93,11871.24,11154.81,68411.32,65462.5,10002.68,2200.95,599.9,1601.05,5491.21,5265.98,259.84,623,629
2016-03-24T23:00:00Z,2016-03-25T00:00:00+0100,6716.4,6601.43,29.32,0,249.56,10061.91,10060.02,47298.37,44768.66,0,6533.71,1272.89,5260.82,4548.12,4350.56,93.59,498,521
2016-03-25T11:00:00Z,2016-03-25T12:00:00+0100,8673.2,8480.77,27.49,355.55,75.07,11785.69,11444.53,54451.24,53012.19,4766.06,8486.88,605.12,7881.76,5387.93,5365.49,19.01,608,623
2016-03-25T23:00:00Z,2016-03-26T00:00:00+0100,6282.4,6404.39,27,0,175.37,10064.81,9908.71,43102.27,41966.72,0,4853.61,505.62,4347.99,4484.26,4340.3,13.99,496,518
2016-03-26T11:00:00Z,2016-03-26T12:00:00+0100,7548.8,7343.28,23.68,333.84,603.88,10003.9,10442.54,52850.79,52511.93,16790.48,7874.94,2018.07,5856.87,5061.31,4732.38,93.53,463,472
2016-03-26T23:00:00Z,2016-03-27T00:00:00+0100,5835.2,5854.64,19.31,0,466.75,8784.65,9240.79,42053.73,40589.11,0,21058.94,2820.26,18238.68,3953.95,3785.83,104.5,432,434
2016-03-27T11:00:00Z,2016-03-27T13:00:00+0200,5982,6366.77,5.46,501.22,699.44,9082.04,9276.93,47476.21,47660.14,12401.59,17514.59,2671.31,14843.28,4071.73,3884.2,35.78,377,383
2016-03-27T23:00:00Z,2016-03-28T01:00:00+0200,5250.4,5435.37,15.83,0,583.79,8223.91,8525.2,38946.24,37472.66,0,14254.27,2390.34,11863.93,3588.16,3291.87,86.15,386,384
2016-03-28T11:00:00Z,2016-03-28T13:00:00+0200,6195.2,6553.82,9.58,460.66,813.77,9293.23,10366.19,49663.86,48571,11660.83,26615.69,2901.79,23713.9,3906.76,3692.21,67.45,387,400
2016-03-28T23:00:00Z,2016-03-29T01:00:00+0200,5446,5209.72,13.6,0,274.1,8489.73,9648.95,41066.76,41305.45,0,17608.26,2800.74,14807.52,3560.38,3436,60.07,393,399
2016-03-29T11:00:00Z,2016-03-29T13:00:00+0200,8671.6,7727.31,23.12,389.34,1772.24,10881.87,11183.07,68379.17,64998.78,13948.14,22538.73,2191.25,20347.48,5355,5153.3,77.73,516,531
2016-03-29T23:00:00Z,2016-03-30T01:00:00+0200,5974.8,5504.11,20.7,0,435.1,9040.59,9418.38,45913.33,42970.87,0,10415.54,1025.45,9390.09,4309,4209,82.77,423,425
2016-03-30T11:00:00Z,2016-03-30T13:00:00+0200,8424.8,7723.46,24.6,427.75,333.68,11116.38,11346.15,69131.85,63944.2,9448.66,16430.97,2783.78,13647.19,5293.02,5159.3,38.43,558,536
